SOURCE	TARGET	Type	Language	Word	Source_Gloss	Target_Gloss	Direction
to go after smb.	to act according to	Polysemy	French	suivre	to follow	to act according to	→
to go after smb.	to act according to	Polysemy	Turkish	izlemek	to follow	to act according to	→
to go after smb.	to act according to	Polysemy	Italian	seguire	to follow	to act according to	→
to go after smb.	to act according to	Polysemy	German	folgen	to follow	to act according to	→
to go after smb.	to act according to	Polysemy	Portuguese	seguir	to follow	to act according to	→
to go after smb.	to follow logically	Polysemy	Russian	следовать (sledovat&#39;)	to follow	to follow logically	—
to go after smb.	to follow logically	Polysemy	English	to follow	to follow	to follow logically	
to go after smb.	to follow logically	Polysemy	French	suivre	to follow	to follow logically	→
to go after smb.	to follow logically	Polysemy	Norwegian	følge	to follow	to follow logically	→
to go after smb.	to follow logically	Polysemy	Danish	følge	to follow	to follow logically	→
to go after smb.	to follow logically	Polysemy	Swedish	följa	to follow	to follow logically	→
to go after smb.	to follow logically	Derivation	Spanish		to follow	to follow logically	→
to go after smb.	to follow logically	Polysemy	Italian	seguire	to follow	to follow logically	→
to go after smb.	to follow logically	Polysemy	German	folgen	to follow	to follow logically	→
to go after smb.	to follow logically	Derivation	Portuguese		to follow	to follow logically	→
to go after smb.	to follow logically	Polysemy	French	suivre	to follow	to follow logically	→
to go after smb.	next	Derivation	English		to follow	next	—
to go after smb.	next	Derivation	Russian		to follow	next	—
to go after smb.	next	Derivation	French		to follow	next	→
to go after smb.	next	Polysemy	Norwegian	følge	to follow	next	→
to go after smb.	next	Polysemy	Lao	tàːm	to follow; to escort; to accompany	after, following, immediately following/following closely	→
to go after smb.	next	Derivation	Malay		to follow	next; following	→
to go after smb.	next	Derivation	French		to follow	next	→
to go after smb.	next	Derivation	Portuguese		to follow	next	→
to go after smb.	next	Derivation	German		to follow	next	→
to go after smb.	next	Derivation	Italian		to follow	next	→
to go after smb.	next	Derivation	Spanish		to follow	next	→
to go after smb.	to copulate	Polysemy	Tigrinya	täläwä	to follow, follow after	to mount the female (full, billygoat, jackass)	→
to go after smb.	near	Polysemy	Tigre	talā	to follow	to be next, to face	→
to go after smb.	to read	Polysemy	Classical Arabic	talā	to follow	to read, to peruse, to recite	→
to go after smb.	to be adherent	Derivation	Russian		to go after smb.	to be adherent	→
to go after smb.	to be adherent	Derivation	English		to go after smb.	a person who supports and admires a particular person or set of ideas	→
to go after smb.	to be adherent	Polysemy	Spanish	seguir	to go after smb.	to be adherent	→
to go after smb.	to be adherent	Polysemy	Italian	seguire	to go after smb.	to be adherent	→
to go after smb.	to be adherent	Polysemy	Indonesian	mengikut	to go along with, accompany	to adhere to	→
to go after smb.	to be adherent	Polysemy	Khmer	kɑmdɑɑ	to to be together, keep company; to accompany, follow along	to be a follower	→
to go after smb.	to be adherent	Polysemy	Khmer	ʔaʔnuʔkɑɑ	to follow	follower	→
to go after smb.	to help, aid	Polysemy	Khmer	kɑmdɑɑ	to to be together, keep company; to accompany, follow along	to assist (in doing something)	→
to go after smb.	to agree	Polysemy	Khmer	taam	to follow, pursue	to agree	→
to go after smb.	to care for, look after	Polysemy	Russian	ходить (за) (xodit&#39; za)	to go after smb.	to care for, look after	—
to go after smb.	should	Polysemy	Russian	следует (sleduet)	to go after smb.	should; ought	→
to watch, look after	to search, to look for	Polysemy	Karaim	изьля	to watch, look after	to search, to look for	—
to conjure	to charm, to delight	Polysemy	Ancient Greek	θέλγω	to enchant, be witch; to produce by spells	metaph., to charm, beguile	→
to conjure	to charm, to delight	Polysemy	Modern Greek	γητεύω	to bewitch	to charm	—
to conjure	to charm, to delight	Polysemy	Icelandic	töfra	to bewitch	to charm, to captivate	—
to conjure	to charm, to delight	Polysemy	Romanian	farmec	witchery	charm	→
to conjure	to charm, to delight	Polysemy	English	glamour	enchantment; magic	an attractive or exciting quality that makes certain people or things seem appealing	—
to conjure	to charm, to delight	Polysemy	German	bezaubern	to put a spell, to bewitch	to charm, to captivate	→
to conjure	to charm, to delight	Polysemy	Spanish	fascinar	to put a jinx on	to charm, to captivate	—
to conjure	to charm, to delight	Polysemy	Spanish	encantar	to bewitch	to delight, to charm	—
to conjure	to charm, to delight	Polysemy	French	charmer	to bewitch	to charm, to delight	→
to conjure	to charm, to delight	Derivation	Russian		spell	to charm	→
to conjure	to charm, to delight	Polysemy	Spanish	hechizar	to bewitch	to charm, to captivate	—
to conjure	to charm, to delight	Polysemy	English	enchant	to put (someone or something) under a spell	to fill (someone) with great delight; charmfill (someone) with great delight; charm	→
to conjure	to charm, to delight	Polysemy	Armenian	hmayel (հմայել)	to put a spell, to bewitch	to charm, to captivate	—
to conjure	to charm, to delight	Cognates			spell	to love	—
to conjure	to charm, to delight	Semantic evolution			to bewitch	to charm, to captivate	→
to conjure	to charm, to delight	Semantic evolution	Norwegian	fortrylle	to practise witchcraft	to fascinate	→
to conjure	to charm, to delight	Polysemy	Danish	fortrylle	to practise witchcraft	to charm, to delight	→
to conjure	to charm, to delight	Polysemy	Spanish	brujo	wizard, magician	charming, fascinating	→
to conjure	to charm, to delight	Polysemy	Armenian	kaxardel (կախարդել)	to conjure	to charm, to delight	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Russian		hawk	hawkweed	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Armenian		hawk	hawkweed	—
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	English		hawk (Accipiter)	hawkweed (Hieracium)	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	French		sparrowhawk (Accipiter nisus)	hawkweed (Hieracium)	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Azeri		hawk (Accipiter)	hawkweed (Hieracium)	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Belarusan		hawk (Accipiter)	hawkweed (Hieracium)	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Lithuanian		hawk (Accipiter)	hawkweed (Hieracium)	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Dutch		northern goshawk (Accipiter gentilis)	hawkweed (Hieracium)	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Danish		hawk (Accipiter)	hawkweed (Hieracium)	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Polish		hawk (Accipiter)	hawkweed (Hieracium)	→
hawk (Accipiter)	hawkweed (Hieracium)	Derivation	Czech		hawk (Accipiter)	hawkweed (Hieracium)	→
meek	clever	Polysemy	Yakut	кѳрсүѳ	humble, modest	wise	—
abundance	harvest	Polysemy	Spanish	cosecha	harvest	abundance	
abundance	harvest	Polysemy	Russian	obilie	abundance, plenty	harvest	
crime	punishment	Polysemy	Mongolian (Khalkha)	yal	punishment; execution; fine	blame, crime	
witness	martyr	Polysemy	Farsi	шähäдäт	evidence, testimony	martyr&#39;s death	
witness	martyr	Polysemy	Ancient Greek	μάρτυς	witness	martyr	
witness	martyr	Polysemy	Arabic	šahīd-	witness	martyr	
witness	martyr	Polysemy	Geez	samāʕt	witness	martyr	
criminal	whore	Polysemy	Karaim	азувчу	criminal	profligate	
criminal	whore	Polysemy	Tibetan	spyar-ma	evil, criminal	prostitute	
trough	river-bed	Polysemy	Polish	koryto	trough	river bed	—
trough	river-bed	Polysemy	Latin	alveus	trough	river bed	→
trough	river-bed	Derivation	Mandarin Chinese		trough; manger (for water, animal feed, wine, vat)	river-bed	—
trough	river-bed	Polysemy	Romanian	albie	trough	river-bed	—
trough	river-bed	Semantic evolution			cup, chalice; cooking pot	river-bed	→
trough	river-bed	Polysemy	Komi	ворга	chute, millrace, trough	river-bed	—
trough	river-bed	Polysemy	Serbo-Croatian	корито	trough	river-bed	→
louse	bad	Derivation	Russian		louse, nit	bad	→
louse	bad	Derivation	English		louse	lousy, mangy	
louse	bad	Derivation	Karaim		flea	a louse&#39;s gift (an exclamation expressing discontent with a present)	
pea	hail	Polysemy	Lezgian	χar	bean, pea	hail	
pea	hail	Cognates	Karaim		hail	pea	
to disdain	to despair	Polysemy	Karaim	бэз-	to disdain, to shrink	to be desperate	
noble	Boletus edulis	Polysemy	Russian	пан	lord, mister	Boletus edulis	—
noble	Boletus edulis	Derivation	Russian		prince	Boletus edulis	→
noble	Boletus edulis	Polysemy	Russian	боярин	boyar	Boletus edulis	→
antelope	rhinoceros	Polysemy	Karaim	гъаргъадан	rhinoceros	antelope	→
antelope	rhinoceros	Polysemy	Mongolian (Khalkha)	ölʒiyt göröös	doe (lit. a happy animal)	black rhinoceros	→
antelope	rhinoceros	Polysemy	Mongolian (Khalkha)	bod&#39; göröös	guib, harnessed antelope	Sumatra rhinoceros	—
rhinoceros	tank (armour)	Polysemy	Swahili	kifaru	rhinoceros	tank	→
camel	ostrich	Derivation	Ancient Greek		camel	ostrich	→
camel	ostrich	Polysemy	Mandarin Chinese	tuó	camel	ostrich	—
camel	ostrich	Derivation	Mongolian (Khalkha)		camel	ostrich	→
camel	ostrich	Polysemy	Karaim		camel	ostrich	→
camel	ostrich	Derivation	Indonesian		camel	ostrich	→
camel	glutton	Polysemy	Gagauz	devä	camel	voracious, insatiable	
camel	humpbacked	Polysemy	Mandarin Chinese	tuó (驼)	camel	humped (person)	→
camel	bishop (chess)	Polysemy	Mongolian (Khalkha)	тэмээ	camel	bishop (chess)	→
drug, medicine	help, aid (n.)	Polysemy	Karaim	дэрман	medicine	help	
river	ravine	Polysemy	Geez	falag	river	valley	—
river	ravine	Polysemy	Karaim	дэрэ	river	ravine, gorge	—
river	ravine	Polysemy	Tigrinya	sənčəro	&#39;brooklet, rivulet, intermittent small stream&#39;	&#39;gorge, ravine, valley&#39;	—
to name	to swear, curse, abuse one another	Polysemy	Karaim	лакабла-	to call, to name, to nominate	to insult, to slander	
to name	to swear, curse, abuse one another	Derivation	Russian		to call	to call names	
&lt;plant (biol.)&gt;	brown	Derivation	Russian		cinnamon	brown	→
&lt;plant (biol.)&gt;	brown	Polysemy	Lezgian	miχek	cloves	brown	—
&lt;plant (biol.)&gt;	brown	Derivation	Armenian		cinnamon (tree and spice)	brown	→
&lt;plant (biol.)&gt;	brown	Derivation	Armenian		chestnut	chestnut-coloured, nut-brown	→
&lt;plant (biol.)&gt;	brown	Polysemy	Italian	marron	chestnut (fruit and tree)	brown	→
&lt;plant (biol.)&gt;	bastard	Derivation	Russian		cabbage	bastard	→
&lt;plant (biol.)&gt;	bastard	Derivation	Russian		nettle	bastard	→
&lt;plant (biol.)&gt;	bastard	Derivation	Mongolian (Khalkha)		bush	bastard	→
to lie (posture)	to be situated	Polysemy	Russian	ležat&#39;	to lie (down)	to be somewhere	
to lie (posture)	to be situated	Polysemy	Karaim	йат-	to lie (down)	to be, to occupy place	
to lie (posture)	to be situated	Polysemy	English	to lie	to lie	to be somewhere	
to lie (posture)	to be situated	Polysemy	Swahili	lala	to lie	to spread, to be located	
to lie (posture)	to be situated	Polysemy	Ancient Greek	κεῖμαι	to lie	to be somewhere	→
to lie (posture)	to be situated	Polysemy	Norwegian	ligge	to lie (posture)	to be situated	→
to lie (posture)	to be situated	Polysemy	Danish	ligge	to lie (posture)	to be situated	→
to lie (posture)	to be situated	Polysemy	Swedish	ligga	to lie (posture)	to be situated	→
to lie (posture)	to be situated	Polysemy	Icelandic	liggja	to lie (posture)	to be situated	→
to lie (posture)	to be situated	Polysemy	Hungarian	fekszik	to lie (posture)	to be situated	→
to lie (posture)	to sleep	Derivation	Kott		to lie	to sleep	—
to lie (posture)	to sleep	Polysemy	Nanaj	ао-	to sleep	to lie	
to lie (posture)	to sleep	Polysemy	Farsi	хаби-	to lie (down), to go to bed, to sprawl	to sleep, to fall asleep	
to lie (posture)	to sleep	Polysemy	Amharic	täñña	&#39;to lie down; to lie flat (grain bent down by the wind; smooth hair)	&#39;to sleep&#39;	←
to lie (posture)	to sleep	Polysemy	Osetin	xyssyn	to lie	to sleep	←
to lie (posture)	to sleep	Polysemy	Swahili	lala	to lie	to sleep	
to lie (posture)	to sleep	Polysemy	Aghul	ʁarxas	to lie	to sleep (generally in Resultative)	
to lie (posture)	to sleep	Polysemy	Sanskrit	çī (çeté)	to lie , lie down , recline , rest , repose	to lie down to sleep , fall asleep , sleep	—
to lie (posture)	ambush	Derivation	Irish Gaelic		act of lying	ambush	→
to lie (posture)	ambush	Derivation	Old High German		to lie	ambush	→
to lie (posture)	ambush	Derivation	Czech		to lie	ambush	→
to lie (posture)	to copulate	Polysemy	Soqotri	šéʔəf	to lie (posture)	to copulate	→
earth, soil	country, land	Polysemy	Itelmen	сəмт	earth	country	→
earth, soil	country, land	Polysemy	Japanese	chi (地)	earth, soil	region	→
earth, soil	country, land	Polysemy	Russian	zemlja	earth, ground	land	→
earth, soil	country, land	Polysemy	Karaim	йэр	earth, soil	land, country, region	→
earth, soil	country, land	Polysemy	Mongolian (Khalkha)	gaʒar	earth, soil	place	—
earth, soil	country, land	Polysemy	Karaim	топрах	earth, dust	region, land	→
earth, soil	country, land	Polysemy	Tibetan	shing-sa	soil, earth	region, province	→
earth, soil	country, land	Polysemy	Farsi	зäмин	earth, soil	country, land	→
earth, soil	country, land	Polysemy	Sanskrit	pṛthvī	earth	country	—
earth, soil	country, land	Polysemy	Farsi	хак	earth, soil, sand	country	→
earth, soil	country, land	Polysemy	Old English	land, lond	soil	lot, country	→
earth, soil	country, land	Polysemy	Hungarian	föld	earth, soil	country, land	→
earth, soil	country, land	Polysemy	Yaqui (Hiaki)	bwia	earth, land, soil	area, region, country	→
earth, soil	country, land	Polysemy	Lakota	makȟá	earth, ground; dirt, soil, dust	land, estate	—
earth, soil	country, land	Polysemy	Yankton-Yanktonai	makȟá	earth, ground; dirt, soil, dust	land, estate	—
earth, soil	country, land	Polysemy	Santee-Sisseton	makhá	earth, ground; dirt, soil, dust	land, estate	—
earth, soil	country, land	Polysemy	Lowland Oaxaca Chontal	amats’	soil	earth, ground, land	—
earth, soil	country, land	Polysemy	Seri	hant	earth, dirt, land	land, place	—
earth, soil	country, land	Polysemy	Cochimi	ʔ-met ~ ʔ-mat	earth	place	—
earth, soil	country, land	Polysemy	Kiliwa	ʔmat	earth	land, place	—
earth, soil	country, land	Polysemy	Iipay	ʔəmat ~ mat ~ ʔəmaṭ	earth, ground, dirt, clay	land	→
earth, soil	country, land	Polysemy	Ko’alh	maṭ̌	earth	land	—
earth, soil	country, land	Polysemy	Cocopa	maṭ	ground, dirt, earth	land, country, (city) lot	—
earth, soil	country, land	Polysemy	Quechan	ʔəmaṭ	land, dirt, clay	territory, place, country, continent	—
earth, soil	country, land	Polysemy	Maricopa	ʔmat ~ mat	earth	land, field	—
earth, soil	country, land	Polysemy	Kitanemuk	tɨva-č	earth, ground	land	—
earth, soil	country, land	Polysemy	Serrano	tiyʳvac	earth; ground	land	—
earth, soil	country, land	Polysemy	Ventureño	šup	earth	land	—
earth, soil	country, land	Polysemy	Barbareño	shup	earth, ground, soil, dirt	land	—
earth, soil	country, land	Polysemy	Ineseño	šup	earth, soil, dirt	place	→
earth, soil	country, land	Polysemy	Central Hill Nisenan	k’aw	earth, ground	place	—
earth, soil	country, land	Polysemy	Wikchamni	pʰaʔan	earth	country, land	—
earth, soil	country, land	Polysemy	Molala	laŋs	earth	country, land	→
earth, soil	country, land	Polysemy	Komi	му (mu)	earth, soil	country, land	—
earth, soil	country, land	Polysemy	Udmurt	му (mu)	earth, soil	plot of field, area	→
earth, soil	country, land	Polysemy	Meadow Mari	мланде (mlande)	earth, soil, ground	land, country, state, locality, place, owned territory	—
earth, soil	country, land	Polysemy	Mansi	мā (mā)	earth, soil	country, land	—
earth, soil	country, land	Polysemy	Udmurt	музъем	earth, soil	land	→
earth, soil	clay	Polysemy	Udmurt	сюй (süj)	earth, soil	clay	—
earth, soil	clay	Polysemy	Quechan	ʔəmaṭ	land, dirt, territory, place, country, continent	clay	—
earth, soil	clay	Polysemy	Iipay	ʔəmat ~ mat ~ ʔəmaṭ	land, earth, ground	dirt, clay	—
earth, soil	clay	Polysemy	Tofa	тоъпрақ	earth, soil	clay	—
earth, soil	potato	Polysemy	Polish		pertaining to soil, earth	potato	→
earth, soil	potato	Derivation	Slovak		earth, soil	potato	→
to remain, stay	corpse	Derivation	Italian		to remain	relics	→
to remain, stay	corpse	Derivation	Russian		to stay, to remain	remnants	→
to remain, stay	corpse	Derivation	Karaim		to remain	relics	→
to remain, stay	corpse	Derivation	English		to remain	relics	→
to remain, stay	corpse	Polysemy	Tofa	қалған	stayed (past participle from қал- &#39;to stay&#39;)	dead person, deceased, the fallen	→
to remain, stay	to give up, stop doing	Polysemy	Tigre	dawā	to remain, to last	to stop	—
to remain, stay	to give up, stop doing	Polysemy	Karaim	кал-	to remain	to stop	
soldier	Jack (playing card)	Polysemy	Tabassaran	saldat	soldier	knave, jack	
soldier	pawn (in chess)	Polysemy	Turkish	er	soldier (&lt;man)	pawn	→
soldier	pawn (in chess)	Polysemy	Tabassaran	saldat	soldier	pawn	
soldier	pawn (in chess)	Polysemy	Spanish	peón	infantryman	pawn	→
soldier	soldier (plan, Stratiotes)	Polysemy	English	soldier	soldier	water soldier	
soldier	Boletus edulis	Derivation	Udmurt		soldier (colloquial)	Boletus edulis	→
raven	crow	Derivation	Russian		raven	crow	—
handle, gripe	wing	Semantic evolution	Portuguese	asa	handle	wing	→
land (vs. sea)	floor (vs. ceiling)	Polysemy	Geez	mədr	land	floor, pavement	→
land (vs. sea)	floor (vs. ceiling)	Polysemy	German	Boden	earth, soil	floor	→
land (vs. sea)	floor (vs. ceiling)	Polysemy	Cocopa	maṭ	land, ground, country, dirt, earth, (city) lot	floor	—
land (vs. sea)	bottom	Polysemy	German	Boden	earth, soil	bottom (of a cointainer, sea, river, etc.)	→
land (vs. sea)	bottom	Polysemy	German	Grund	earth, soil	bottom (of the sea etc.)	→
land (vs. sea)	bottom	Polysemy	Geez	mədr	land, earth	bottom	→
gate	town	Polysemy	Karaim	къабакъ	gate	city, town	—
to smell (of smth)	to smoke	Cognates			to smell badly	to smoke	—
sword	plough	Polysemy	Karaim	кылыц	sword,	plowshare	
happy	strong	Polysemy	Karaim	мазаллы	happy	tall, strong	
happy	rich	Polysemy	Yaghnobi	badau̯lát, bodau̯lát	happy	rich	—
barrel	fat (adj.)(of a person)	Polysemy	Romanian	budaşcă	vat, keg, small barrel (sp. for wine)	fatty; plump woman	→
barrel	Boletus edulis	Polysemy	Russian	бочонок	barrel	Boletus edulis	→
work (n.)	service, good turn	Polysemy	English	service	job, occupation, work	service	
work (n.)	service, good turn	Cognates	Russian		service	favour	
work (n.)	service, good turn	Polysemy	Lezgian	qːulluʁ	job, position	service, errand	
work (n.)	thing	Polysemy	Gagauz	iş	work	thing	
work (n.)	verb	Derivation	Gagauz		work	verb	
work (n.)	verb	Derivation	Mongolian (Khalkha)		act, job, work	verb	
work (n.)	grain, seed	Semantic evolution			work, labour, toil	grain, seed	→
dock-tailed, tailless	old (vs. young)	Polysemy	Lezgian	q’ant’a	short-tailed, dock-tailed (with a clipped tail)	old (animal)	
crossroads	mouth (of a river)	Polysemy	Udmurt	вож	crossroads	mouth (of a river)	—
fairy tale	untruth	Polysemy	Lezgian	maχ	tale, myth	fiction, fudge	
fairy tale	untruth	Polysemy	Russian	skazka	(fairy) tale	fable	
ferment	sperm	Polysemy	Lezgian	maja	feremnt, leaven	sperm	
stop, stand (n.)	distance	Polysemy	Russian	ostanovka	stop	stop	
stop, stand (n.)	distance	Polysemy	Lezgian	menzil	residence, camp	distance, interval	
nest (n.)	bed	Cognates		mes	nest	bed	—
nest (n.)	bed	Cognates			bed; pig&#39;s bed	birdnest	—
nest (n.)	bed	Polysemy	Puinave	hepe	nest (n.)	bed	—
nest (n.)	bed	Polysemy	Avar	бусен	nest (n.)	bed	—
nest (n.)	bed	Polysemy	Guarani	tupa	nest (n.)	bed	—
nest (n.)	bed	Polysemy	Sirionó	erua	nest (n.)	bed	—
nest (n.)	bed	Polysemy	Botlikh	бешен	nest (n.)	bed	—
nest (n.)	bed	Polysemy	Karata	берхьван	nest (n.)	bed	—
nest (n.)	bed	Polysemy	Zhuang-Longzhou (Central Tai)	łaŋ.2	nest (n.)	bed	—
nest (n.)	bed	Polysemy	Mikir	tar	nest (n.)	bed	—
nest (n.)	bed	Polysemy	Manang	3tsaŋ	nest (n.)	bed	—
nest (n.)	womb	Cognates			nest	womb	—
nest (n.)	womb	Cognates			nest	womb	—
nest (n.)	womb	Cognates			nest	womb	—
nest (n.)	womb	Cognates			nest	womb	—
nest (n.)	cradle	Cognates			nest	cradle	—
nest (n.)	family	Cognates			nest (n.)	family	—
nest (n.)	family	Polysemy	Old East Slavic	гнѣздо	nest (n.)	family; kin, descendants, posterity	—
nest (n.)	quiver	Polysemy			nest (n.)	quiver for arrows	—
nest (n.)	beehive	Polysemy	Khinalug	кот	nest (n.)	beehive	—
nest (n.)	beehive	Polysemy	Waurá	ĩtʸe	nest (n.)	beehive	—
nest (n.)	beehive	Polysemy	Khaling	yāng	nest (n.)	beehive	—
nest (n.)	spider web	Polysemy	Khaling	yāng	nest (n.)	spider web	—
nest (n.)	spider web	Polysemy	Sherpa	čhāng	nest (n.)	spider web	—
nest (n.)	spider web	Polysemy	Ginukh	мужи	nest (n.)	spider web	—
nest (n.)	spider web	Polysemy	Archi	хал	nest (n.)	spider web	—
nest (n.)	spider web	Polysemy	Phong	su.44	nest (n.)	spider web	—
nest (n.)	basket	Polysemy	Chamalal	инча	nest (n.)	basket	—
nest (n.)	basket	Polysemy	Colorado (Tsafiki)	taʰ&#39;sẽ	nest (n.)	basket	—
nest (n.)	basket	Polysemy	Khinalug	кот	nest (n.)	basket	—
nest (n.)	basket	Polysemy	Mambwe	ichinsanzo	hole, nest	basket of open wicker-work	—
nest (n.)	basket	Polysemy	Suba	ribhanga	hole, nest	basket of open wicker-work	—
bed	river-bed	Polysemy	Russian	lože	couch, bed	bed	→
bed	river-bed	Polysemy	Gagauz	yatak	bed	river bed	—
bed	river-bed	Polysemy	German	Bett	bed	river bed	—
bed	river-bed	Polysemy	Italian	letto	bed	river bed	→
bed	river-bed	Polysemy	French	lit	bed	river-bed	→
bed	river-bed	Polysemy	Catalan	llit	bed	river-bed	→
bed	river-bed	Polysemy	Mandarin Chinese		bed; couch	river-bed	→
bed	river-bed	Polysemy	Spanish	lecho	bed	river-bed	→
bed	river-bed	Polysemy	Portuguese	leito	(poetic or archaic) bed	river-bed	→
bed	river-bed	Polysemy	German		bed	river-bed	→
rust (n.)	defect	Polysemy	Lezgian	peχir	copper oxide, copper green on the kitchen ware	defect, shorcoming, drawback	
rag, duster (?)	clothes	Derivation	Russian		a flap of fabric	raggery (colloq., derog.)	
rag, duster (?)	clothes	Polysemy	English	rag	rag	rags, tatters (clothes), clothes (colloq.)	
rag, duster (?)	clothes	Polysemy	Lezgian	pek	duster, patch	clothes (dialect, obs., ironical)	
rag, duster (?)	whore	Polysemy	Modern Written Arabic	šarmūṭat-	rag, shred, tatter	prostitute	→
crow	spades (in cards)	Polysemy	Lezgian	peq	crow	peaks	
muddy, turbid (of water) (?)	grey	Polysemy	Lezgian	raʁul	muddy, opaque	gray, brown	
muddy, turbid (of water) (?)	grey	Polysemy	Classical Arabic	ʔakdar-	&#39;turbid, muddy, unclean, unclear&#39;	&#39;dark-coloured, gray&#39;	—
muddy, turbid (of water) (?)	to worry, be agitated	Polysemy	Akkadian	ešû	&#39;to be blurred or dark&#39;	&#39;to be troubled, confused&#39;	→
muddy, turbid (of water) (?)	to worry, be agitated	Polysemy	Amharic	däfärräsä	&#39;to be or become turbid (water, beer, any liquid), to get muddy (water)&#39;&#39;	&#39;to be apprehensive, uneasy, perturbed&#39;	
muddy, turbid (of water) (?)	to worry, be agitated	Derivation	Russian		muddy, turbid	to get embarassed	→
muddy, turbid (of water) (?)	to fornicate	Polysemy	Tigrinya	zärägä	shaken, turbid (liquid)	sexually dissolute, pervert, dissipated, libertine, rake	→
sieve (n.)	pure	Polysemy	Lezgian	saf	sieve	pure (poetic)	
pure	genuine, true	Polysemy	Japanese	junsui (純粋 )	pure	real, true	
pure	innocent	Polysemy	Chaha	ṭänärä-	be filtered, be clear (drink), be purified (honey, water)	be innocent	→
pure	innocent	Derivation	Japanese		pure	innocence	→
pure	frank	Polysemy	Classical Arabic	ṣarīḥ-	&#39;pure, sheer, free from admixture&#39;&#39;	&#39;genuine, clear (word, speech etc.)&#39;	→
pure	good	Polysemy	Mandarin Chinese	chún (純)	pure	good, excellent	→
pure	good	Polysemy	Kubachi	мадзиб	pure	excellent, perfect	→
pure	honest	Polysemy	Mandarin Chinese	chún	pure	honest, sincere	→
pure	naked, bare	Polysemy	Kurdish	patī	pure, unalloyed	naked, bare	→
pure	correct (adj.)	Polysemy	Kubachi	мадзиб	pure	correct (adj.)	—
one (unit)	ace (in cards)	Polysemy	Lezgian	tek	one, only one; alone	ace (cards)	
one (unit)	only, just	Polysemy	Chaha	əmmat	a single one, same, only one	only	→
ball (n.)	cannon (weapon)	Polysemy	Lezgian	tup	ball	canon	
ball (n.)	cannon (weapon)	Polysemy	Turkish	top	ball	canon	→
ball (n.)	cannon (weapon)	Polysemy	Old East Slavic	пушка	cannon ball	canon	←
ball (n.)	potato	Derivation	Lower Sorbian		ball (n.)	potato	→
to let, leave	to make do smth.	Polysemy	Lezgian	tun	to leave; to admit	to make do smth	
to let, leave	to give up, stop doing	Polysemy	Swahili	acha	to leave, to quit	to stop	—
to let, leave	to give up, stop doing	Polysemy	English		to let, leave	to give up, stop doing	→
tight, taut	beautiful	Polysemy	Lezgian	t’aram	tight, tough	slim, good	
nature	human temper, character	Polysemy	Lezgian	t’ebiat	nature	character, nature	
nature	human temper, character	Polysemy	English	nature	nature, universe	character, temper, nature	
nature	human temper, character	Polysemy	Modern Written Arabic	ṭabīʕat-	&#39;nature&#39;	&#39;natural disposition, constitutionö peculiarity, individuality, character&#39;	←
human temper, character	obstinate	Derivation	Tigrinya		&#39;character, temperament, individuality&#39;	&#39;vicious, bad-tempered (horse)&#39;	→
trick, hocus-pocus	trump (in cards)	Polysemy	Lezgian	ujun	trick	trump card	
birthmark	mold, fungus (?)	Polysemy	Lezgian	χal	birthmark	mould	
grandchild	nephew	Polysemy	Lao	lān1	grandchild	nephew	—
grandchild	nephew	Polysemy	Lezgian	χtul	grandchild (male or female)	nephew, niece	—
grandchild	nephew	Polysemy	Koryak	йыльӈыкмиӈын	grandchild	nephew	—
grandchild	nephew	Polysemy	Latin	nepotem	grandchild	nephew	—
separate (adj.)	other`s	Polysemy	Lezgian	čara	separate, isolate	alien	
hem (of a skirt)	mountain slope	Polysemy	Russian	podol	skirt, lower hem	plain, flat space at the mountain&#39;s foot (reg.)	
hem (of a skirt)	mountain slope	Polysemy	Lezgian	eteg	flap, hem	slope	
manufacturer, producer	commodity, goods	Semantic evolution			manufacturer, producer	Jacuzzi	→
manufacturer, producer	commodity, goods	Semantic evolution			manufacturer, producer	a flywheel on a thread, a toy	→
manufacturer, producer	commodity, goods	Derivation			manufacturer name	toilet bowl	→
manufacturer, producer	commodity, goods	Polysemy	Russian	erofeič	the patronimics of the person who invented the drink	ancient vodka, with aromatic herbs	→
manufacturer, producer	commodity, goods	Semantic evolution			manufacturer, producer	gramophone	→
manufacturer, producer	commodity, goods	Semantic evolution			manufacturer&#39;s name	thermos	→
manufacturer, producer	commodity, goods	Semantic evolution			manufacturer&#39;s name	photocopier	→
manufacturer, producer	commodity, goods	Semantic evolution			manufacturer, producer	copy machine	→
manufacturer, producer	commodity, goods	Semantic evolution			manufacturer, producer	soluble coffee	→
scorpion	pointer, head (of a clock)	Polysemy	Swahili	akrabu	Scorpio	hand (watch, indicator etc )	—
scorpion	pointer, head (of a clock)	Polysemy	Tabassaran	äq’rab	scorpion, camel spider	clock hand (fig.)	
